Song Name,Artist,Release Date,YouTube Link
คนหรือไมโครเวฟ,Bell Warisara,6 ส.ค. 2023,https://www.youtube.com/watch?v=J3uWfqaMwBg&t=919s
ถามหน่อย,VARINZ x Z TRIP,6 ส.ค. 2023,https://www.youtube.com/watch?v=J3uWfqaMwBg&t=1490s
รักได้ป่าว,GAVIN:D,6 ส.ค. 2023,https://www.youtube.com/watch?v=J3uWfqaMwBg&t=1785s
ยินดี,sarah salola,6 ส.ค. 2023,https://www.youtube.com/watch?v=J3uWfqaMwBg&t=2253s
แนะนำให้เป็นแฟนเรา,BOW Maylada feat. GUYGEEGEE,6 ส.ค. 2023,https://www.youtube.com/watch?v=J3uWfqaMwBg&t=2683s
ชอบตัวเองตอนอยู่กับเธอ,Billkin,6 ส.ค. 2023,https://www.youtube.com/watch?v=J3uWfqaMwBg&t=3126s
i need somebody,บี้ สุกฤษฎิ์,6 ส.ค. 2023,https://www.youtube.com/watch?v=J3uWfqaMwBg&t=3586s
เธอคือกาแฟในตอนเช้า,No One Else,6 ส.ค. 2023,https://www.youtube.com/watch?v=J3uWfqaMwBg&t=3893s
Fall in Love,armor,6 ส.ค. 2023,https://www.youtube.com/watch?v=J3uWfqaMwBg&t=4543s
17 hoo hoo,Dept,6 ส.ค. 2023,https://www.youtube.com/watch?v=J3uWfqaMwBg&t=4836s
กลิ่นดอกไม้,Newery,12 ส.ค. 2023,https://www.youtube.com/watch?v=QdkYE6cStsk&t=595s
เดินมาส่ง (BYE),First Anuwat x SARAN,12 ส.ค. 2023,https://www.youtube.com/watch?v=QdkYE6cStsk&t=1575s
ผู้ถูกเลือกให้ผิดหวัง,เรนิษรา,12 ส.ค. 2023,https://www.youtube.com/watch?v=QdkYE6cStsk&t=2152s
ใจลอย (Blur),QLER,12 ส.ค. 2023,https://www.youtube.com/watch?v=QdkYE6cStsk&t=2755s
จังหวะตกหลุมรัก,DIDIxDADA,12 ส.ค. 2023,https://www.youtube.com/watch?v=QdkYE6cStsk&t=3573s
ข้างกัน (City),Three Man Down,12 ส.ค. 2023,https://www.youtube.com/watch?v=QdkYE6cStsk&t=4506s
คนไม่คุย,PROXIE,12 ส.ค. 2023,https://www.youtube.com/watch?v=QdkYE6cStsk&t=5197s
IDOL,YOASOBI,20 มิ.ย. 2023,https://youtu.be/7FA-idGqBmE
